Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Generic Job Title,Professional/ Occupational Group,Payscale Minimum (£),Payscale Maximum (£),Number of Posts in FTE
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,14.14865
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.PD Probation Officer,Operational Delivery,NA,NA,1.51351
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,41.21622
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,58.86071
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,2.66217
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Senior Administrator - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Senior Operational Support Manager,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Nottinghamshire,HMPPS29,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,11.72973
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS12,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS16,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,0.60811
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS16,NPS (No Equivalent),NPS.Administrator - Operations,Operational Delivery,NA,NA,0.67568
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS16,NPS (No Equivalent),NPS.Administrator - Support Staff,Operational Delivery,NA,NA,1.83784
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS16,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS16,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,10.2
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS16,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS16,NPS (No Equivalent),NPS.MAPPA Administrator,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS16,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,39.20082
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS16,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,21.75136
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS16,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,0.64865
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS16,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,7.18108
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Plymouth, Cornwall and Isles of Scilly",HMPPS38,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Rochdale, Bury &Oldham",HMPPS12,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Rochdale, Bury &Oldham",HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Rochdale, Bury &Oldham",HMPPS50,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Rochdale, Bury &Oldham",HMPPS50,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Rochdale, Bury &Oldham",HMPPS50,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,11.52433
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Rochdale, Bury &Oldham",HMPPS50,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Rochdale, Bury &Oldham",HMPPS50,NPS (No Equivalent),NPS.MAPPA Administrator,Operational Delivery,NA,NA,2.8
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Rochdale, Bury &Oldham",HMPPS50,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,43.96756
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Rochdale, Bury &Oldham",HMPPS50,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,18.74324
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Rochdale, Bury &Oldham",HMPPS50,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,"LDU Cluster Rochdale, Bury &Oldham",HMPPS50,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,7
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),Administration - General.,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,2.02703
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),NPS.Administrator - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),NPS.Administrator - Support Staff,Operational Delivery,NA,NA,0.60811
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,10.61892
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,37.74323
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,23.3027
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),NPS.Senior Manager - Other,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS16,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,6.5
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster Somerset,HMPPS50,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South East Lancashire,HMPPS21,NPS (No Equivalent),NPS.Head of Operational Function,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South East Lancashire,HMPPS50,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South East Lancashire,HMPPS50,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,17.4
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South East Lancashire,HMPPS50,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South East Lancashire,HMPPS50,NPS (No Equivalent),NPS.Manager - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South East Lancashire,HMPPS50,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,35.94324
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South East Lancashire,HMPPS50,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,25.82433
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South East Lancashire,HMPPS50,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South East Lancashire,HMPPS50,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,7.7
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South of Tyne,HMPPS12,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South of Tyne,HMPPS12,NPS (No Equivalent),NPS.Administrator - Operations,Operational Delivery,NA,NA,5.31081
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South of Tyne,HMPPS12,NPS (No Equivalent),NPS.Administrator - Support Staff,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South of Tyne,HMPPS12,NPS (No Equivalent),NPS.Business Manager Band4,Operational Delivery,NA,NA,1.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South of Tyne,HMPPS12,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,11.25675
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South of Tyne,HMPPS12,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,44.09162
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South of Tyne,HMPPS12,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,25.12162
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South of Tyne,HMPPS12,NPS (No Equivalent),NPS.Senior Administrator - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South of Tyne,HMPPS12,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,6.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South of Tyne,HMPPS21,NPS (No Equivalent),NPS.Senior Manager - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,NA,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,3
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,NA,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,0.68919
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,HMPPS31,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,4.47297
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,HMPPS31,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,17.87838
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,HMPPS31,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,1.5
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,HMPPS31,NPS (No Equivalent),NPS.Manager - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,HMPPS31,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,43.83785
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,HMPPS31,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,41.70271
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,HMPPS31,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,HMPPS31,NPS (No Equivalent),NPS.Senior Probation Officer,Operational Delivery,NA,NA,6.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,HMPPS47,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Cardiff and Vale,HMPPS5,NPS (No Equivalent),NPS.Senior Manager - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Swansea Neath Bridgend Rhondda and Merthyr,NA,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,1.86486
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Swansea Neath Bridgend Rhondda and Merthyr,HMPPS31,NPS (No Equivalent),NPS.Administrative Assistant,Operational Delivery,NA,NA,2.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Swansea Neath Bridgend Rhondda and Merthyr,HMPPS31,NPS (No Equivalent),NPS.Administrator - Operations,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Swansea Neath Bridgend Rhondda and Merthyr,HMPPS31,NPS (No Equivalent),NPS.Case Administrator,Operational Delivery,NA,NA,22.12838
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Swansea Neath Bridgend Rhondda and Merthyr,HMPPS31,NPS (No Equivalent),NPS.Diary Manager Band3,Operational Delivery,NA,NA,1.4054
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Swansea Neath Bridgend Rhondda and Merthyr,HMPPS31,NPS (No Equivalent),NPS.Manager - Other,Operational Delivery,NA,NA,1
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Swansea Neath Bridgend Rhondda and Merthyr,HMPPS31,NPS (No Equivalent),NPS.Probation Officer,Operational Delivery,NA,NA,55.78378
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Swansea Neath Bridgend Rhondda and Merthyr,HMPPS31,NPS (No Equivalent),NPS.Probation Services Officer,Operational Delivery,NA,NA,47.79189
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Swansea Neath Bridgend Rhondda and Merthyr,HMPPS31,NPS (No Equivalent),NPS.Senior Administration Officer,Operational Delivery,NA,NA,2
Ministry of Justice,Her Majesty's Prison and Probation Service,LDU Cluster South Wales - Swansea Neath Bridgend Rhondda and Merthyr,HMPPS31,NPS (No Equivalent),NPS.Senior Operational Support Manager,Operational Delivery,NA,NA,1
